ticker,event_date,capm_alpha,capm_beta,capm_car_1,capm_car_5,capm_car_30,capm_car_60
APLE,2020-09-14,-0.0023127762571736976,1.504213395398523,0.076629685369853,-0.027212540988205414,0.08991019064174827,0.25529930473701656
APLE,2021-08-24,0.0005909818782357583,1.2459370957529174,0.009362582079264542,0.005861280142921215,0.1191831937435227,-0.0010248348625130567
APLE,2022-06-14,0.0005030176340791443,0.9444543021801248,0.035616185491673905,-0.013260907019650435,0.02467651851619524,-0.007743250378268375
APLE,2023-06-02,-0.00019319149935018414,1.0476578675093926,0.01745653978103482,0.030432797611634373,-0.02275204116911255,-0.009942647009797901
APLE,2024-05-23,-0.00037511692542749586,1.0050683626977222,-0.004602398435715077,0.004671939584463443,-0.06833326573182147,-0.04650037116063338
APLS,2017-11-15,,,,,,
APO,2015-05-28,,,,,,
APO,2017-08-15,0.001347197357669256,1.2059000034168512,0.010947468720867378,0.007260995344892258,-0.034497633548032106,-0.07896022868014725
APO,2021-05-26,-0.0012095293659845012,1.221033056238558,0.021312430600185672,0.02198968165560268,0.06411084793147162,0.006274266848167174
APP,2021-05-19,,,,,,
APPS,2021-08-19,0.002695393258076369,2.1294342434757514,-0.04910800148981004,-0.019476361725069915,0.3172697632734015,0.09530887992028703
APPS,2023-09-19,-0.002833600214756911,3.477413820087724,0.03149094115765372,0.04428127702056218,-0.034682396282261496,0.03668527822051287
AQST,2018-12-11,,,,,,
AR,2019-05-31,-0.003907849525548892,1.4456714399349313,0.05381291286561449,-0.03267763713595483,-0.23050650245906026,-0.5132366525455029
ARDX,2015-06-12,,,,,,
ARDX,2016-07-20,-0.002183622243766919,1.8313763469574749,0.08665297232606224,0.1173381416019693,0.09104552822045676,0.5168789674117336
ARES,2015-12-16,3.280889354507845e-05,0.3310590038221394,0.02369851035785639,0.048964470675913654,-0.09694462448351465,0.1311355646725228
ARHS,2021-12-16,,,,,,
ARHS,2022-06-02,,,,,,
ARI,2015-03-13,,,,,,
